chord,word,count
7100,証券,708
7100,銀行,117
7100,グループ,114
7100,商品,113
7100,子会社,109
7100,金融,92
7100,事業,86
7100,業務,82
7100,先物,69
7100,商号,60
7100,企業,55
7100,持株,55
7100,Securities,54
7100,法人,50
7100,支店,50
7100,インターネット,46
7100,ホールディングス,45
7100,傘下,35
7100,外国,34
7100,為替,34
7100,口座,32
7100,株主,31
7100,株,30
7100,UFJ,30
7100,シティ,30
7100,個人,28
7100,FX,28
7100,資本,26
7100,オンライン,25
7100,証拠,24
7100,リテール,24
7100,SMBC,23
7100,市場,23
7100,専業,22
7100,協会,22
7100,資産,20
7100,ょうけん,20
7100,国内,19
7100,ホール,19
7100,マネックスグループ,19
7100,ネット,19
7100,顧客,18
7100,ファンド,18
7100,セール,18
7100,マネックス,18
7100,業者,17
7100,フィナンシャルグループ,17
7100,大手,17
7100,GMO,16
7100,SBI,16
7100,取締役,15
7100,社長,15
7100,情報,15
7100,中心,15
7100,体制,15
7100,ぎん,14
7100,キャピタル,14
7100,中堅,13
7100,地場,13
7100,證券,13
7100,銀,13
7100,コーディアルグループ,13
7100,英語,12
7100,専門,12
7100,システム,12
7100,ベンチャー,12
7100,バンク,12
7100,経済,12
7100,会員,12
7100,クリック,11
7100,有価,11
7100,拠点,11
7100,フィナンシャル・ホールディングス,11
7100,商店,10
7100,顧問,10
7100,エイチ・エス,10
7100,楽天,10
7100,店頭,10
7100,ウツミ,10
7100,業界,10
7100,キャピタル・マーケッツ,10
7100,nikkei,10
7100,コイン,10
7100,世界,9
7100,文名,9
7100,最大手,9
7100,地域,9
7100,委員,9
7100,マネー,9
7100,機関,9
7100,初代,9
7100,ブローカー,9
7100,合弁,9
7100,第三者,9
7100,会長,8
7100,Holdings,8
7100,外為,8
7100,中核,8
7100,フレンド,8
7100,不動産,8
7100,取り扱い,8
7100,スター,8
7100,規模,8
7100,だい,8
7100,手数料,8
7100,特徴,8
7100,危機,8
7100,保険,8
7100,時代,8
7100,筆頭,8
7100,JAPAN,7
7100,ワラント,7
7100,制度,7
7100,地盤,7
7100,デリバティブ,7
7100,中央,7
7100,海外,7
7100,コスモ,7
7100,TT,7
7100,利益,7
7100,地区,7
7100,債券,7
7100,DMM,6
7100,SECURITIES,6
7100,オプション,6
7100,コーディアル,6
7100,マン,6
7100,最大,6
7100,歴史,6
7100,産業,6
7100,トヨタファイナンシャルサービス,6
7100,JASDAQ,6
7100,トレイダーズ,6
7100,親会社,6
7100,ツール,6
7100,ホームページ,6
7100,同行,6
7100,センター,6
7100,さくら,6
7100,ビーンズ,6
7100,系列,6
7100,通貨,6
7100,アライアンス,6
7100,徒歩,6
7100,カード,6
7100,EVOLUTION,5
7100,戦略,5
7100,SMFG,5
7100,貴金属,5
7100,インヴァスト,5
7100,エース,5
7100,番号,5
7100,幹事,5
7100,ゴールド,5
7100,サックス,5
7100,モルガン・スタンレー,5
7100,コード,5
7100,研究所,5
7100,トレイダーズホールディングス,5
7100,主力,5
7100,インベスターズ,5
7100,勧業,5
7100,岡三,5
7100,わし,5
7100,フィナンシャル・グループ,5
7100,唯一,5
7100,藍,5
7100,中部,5
7100,株価,5
7100,大半,5
7100,商事,5
7100,ヘラクレス,5
7100,オンライントレード,5
7100,gmo,5
7100,ベスト,5
7100,女性,5
7100,収益,5
7100,財閥,5
7100,comarticleDGXMZO,5
7100,資格,5
7100,現物,4
7100,カバードワラント,4
7100,プライム,4
7100,国際,4
7100,IPO,4
7100,名前,4
7100,フィナンシャルホールディングス,4
7100,アセットマネジメント,4
7100,アストマックス,4
7100,カブドットコム,4
7100,役員,4
7100,出身,4
7100,リーグ,4
7100,純粋,4
7100,パートナー,4
7100,ビル,4
7100,リーマン・ブラザーズ,4
7100,一角,4
7100,短資,4
7100,リーディング,4
7100,預り,4
7100,MRF,4
7100,本支店,4
7100,振替,4
7100,ほん,4
7100,年金,4
7100,社会,4
7100,CM,4
7100,基盤,4
7100,先進,4
7100,ディーリング,4
7100,サイト,4
7100,monexgroup,4
7100,jpjpnews,4
7100,releasepdfpress,4
7100,時点,4
7100,指数,4
7100,社団,4
7100,gaitamejapan,4
7100,ニュース,4
7100,目的,4
7100,概要,4
7100,電子,4
7100,astmax,4
7100,comirpresspdf,4
7100,アストマックス・,4
7100,単独,4
7100,比率,4
7100,財団,4
7100,取扱い,4
7100,割合,4
7100,サミット,4
7100,人物,4
7100,外部,4
7100,繋がり,4
7100,本格,4
7100,他社,4
7100,全国,4
7100,代金,4
7100,自動,4
7100,前身,4
7100,Citepressrelease,4
7100,ネクスト,4
7100,byGMO,3
7100,MJ,3
7100,インベストメント,3
7100,Investment,3
7100,イー・トレード,3
7100,新規,3
7100,主幹,3
7100,金,3
7100,取次,3
7100,全域,3
7100,本拠,3
7100,投信,3
7100,Capital,3
7100,所在地,3
7100,資金,3
7100,ビジネス,3
7100,ドットコモディティ,3
7100,英名,3
7100,売上,3
7100,リスク,3
7100,連邦,3
7100,ライブ,3
7100,通常,3
7100,地方銀行,3
7100,地方,3
7100,組合,3
7100,Tokyo,3
7100,自主,3
7100,理事,3
7100,老舗,3
7100,コンサルティング,3
7100,仲買人,3
7100,業績,3
7100,コモディティ,3
7100,セミナー,3
7100,外貨,3
7100,ラインナップ,3
7100,人事,3
7100,スポンサー,3
7100,対象,3
7100,形態,3
7100,フォレックス・マグネイト,3
7100,クラブ,3
7100,持分,3
7100,asahi,3
7100,社員,3
7100,newspaper,3
7100,ラップ,3
7100,基準,3
7100,jpnews,3
7100,行政,3
7100,ダイバー,3
7100,一環,3
7100,金貨,3
7100,（株）,3
7100,公益,3
7100,group,3
7100,大輪,3
7100,publisherGMO,3
7100,jpnewsarticle,3
7100,FC,3
7100,ソフトバンクテレコム,3
7100,ファイナンス,3
7100,ソフトバンク・インベストメント,3
7100,CLICK,2
7100,PLANEX,2
7100,TRADE,2
7100,フューチャーズ,2
7100,エスエムビーシー,2
7100,一員,2
7100,アーク,2
7100,テクノロジー,2
7100,伝説,2
7100,あかつき,2
7100,Management,2
7100,法律,2
7100,Brokers,2
7100,LLC,2
7100,積立,2
7100,事務所,2
7100,キャタリスト,2
7100,グリーン,2
7100,シート,2
7100,アクターズスクール,2
7100,上位,2
7100,名門,2
7100,ジャパンオルタナティブ,2
7100,オルタナティブ,2
7100,全額,2
7100,しん,2
7100,HOLDINGS,2
7100,Limited,2
7100,TRADERS,2
7100,主軸,2
7100,のぞみ,2
7100,フォレックス・トレード,2
7100,各地,2
7100,エクイティ,2
7100,原因,2
7100,HD,2
7100,SQUARE,2
7100,INC,2
7100,カンパニー,2
7100,Monex,2
