3350,地下足袋の生産に始まり、滑りにくいゴム底の靴を中心に生産している。
3350,*所在：大阪府堺市堺区南島町4-17*設立：1921年12月20日*資本金：26300000円
3350,クリヤマ（現・クリヤマホールディングス）の持分法適用関連会社として1957年に山口県防府市に王子ゴム化成株式会社設立、工業用ゴム製品の製造開始。中国、タイ王国|タイに関連企業をもつ。
3350,"1919年（大正8年）に創業したname\""doshin20091110\""ゴム長靴のメーカーの老舗でname\""doshin19830804\""、同製品の最大手に成長したname\""doshin19830804\""。ゴム長靴の輸出に乗り出したほかname\""doshin19830804\""、1969年（昭和44年）4月12日に北海道の企業では初の海外生産合弁工場を台湾の台中市に操業開始するなど海外へも展開したname\""doshin19690409\""{{Citenews|title三馬ゴムの合弁工場12日、台中で操業開始|newspaper北海道新聞|publisher北海道新聞社|page{{要ページ番号|date2017年3月}}|date1969-04-09}}。また、ビニール製の観光土産品の製造に進出したりname\""doshin19720711\""{{Citenews|title観光みやげを製造“脱くつ”の三馬ゴム|newspaper北海道新聞|publisher北海道新聞社|page{{要ページ番号|date2017年3月}}|date1972-07-11}}、スポーツシューズや婦人用カラーブーツなどの高付加価値商品の製造・販売name\""doshin19830804\""、工業用ゴム製品や樹脂製品などの製造・販売にも」乗り出すなど多角化も進めたname\""doshin19830808\""{{Citenews|titleミツウマ操業再開工業用品、樹脂など3部門|newspaper北海道新聞|publisher北海道新聞社|page{{要ページ番号|date2017年3月}}|date1983-08-08}}。しかし、中華人民共和国や大韓民国などの海外からの低価格品との競争激化や、原材料高に加えて消費不振も重なって業績が悪化し、1983年（昭和58年）8月4日に、負債総額は約203億円を抱えて、札幌地方裁判所小樽支部に関連3社（ミツウマ販売、北海道ミツウマ販売、トリオン）と共に会社更生法の適用を申請し、同日に財産保全命令を受けることになったname\""doshin19830804\""。同月7日に工業用品部門や樹脂など3部門で生産を一部再開するなど事業の存続を図りname\""doshin19830808\""、同月21日には主力のゴム長靴部門の生産も一部で再開したname\""doshin19830822\""{{Citenews|titleゴム長靴も操業再開ミツウマ更生開始へ実績づくり|newspaper北海道新聞|publisher北海道新聞社|page{{要ページ番号|date2017年3月}}|date1983-08-22}}。人件費の抑制などを行いながら製造・販売量の回復に努めname\""doshin19840801\""{{Citenews|titleミツウマ倒産から1年|newspaper北海道新聞|publisher北海道新聞社|page{{要ページ番号|date2017年3月}}|date1984-08-01}}、更生会社として事業再生を進めname\""doshin19890905\""{{Citenews|title地域えこのみい小樽-再建へ順調な業績。紳装とミツウマの2社、新規分野開拓にも意欲|newspaper北海道新聞|publisher北海道新聞社|page{{要ページ番号|date2017年3月}}|date1989-09-05}}、2000年（平成12年）10月25日に当初計画を約5年前倒しして会社更生手続きを完了して再建を果たしたname\""doshin20001026\""。ゴム長靴は経営再建後も当社の主力製品で、2008年（平成20年）度の売上高の約70%占めたname\""doshin20091110\""。2008年（平成20年）度のゴム長靴製造約70万足のうち本社工場で約20万足を製造していたが、2009年（平成21年）11月に生産を中止して中華人民共和国の委託生産に全面的に切り替え、国内での自社生産から撤退することになったname\""doshin20091110\""。これに伴い、本社工場の従業員数は約半分に削減されname\""doshin20091110\""、ゴム長靴製造で養った技術を応用した新事業に注力することになりname\""doshin20091216\""{{Citenews|title地域の経済小樽ゴム長靴メーカー2社技術応用新分野に力幅広い商品高まる需要|newspaper北海道新聞|publisher北海道新聞社|page{{要ページ番号|date2017年3月}}|date2009-12-16}}、クリーンルーム用の静電気帯電防止靴などの作業靴やname\""doshin20040123\""{{Citenews|titleフォトピック最先端技術支える足元|newspaper北海道新聞|publisher北海道新聞社|page{{要ページ番号|date2017年3月}}|date2004-01-23}}name\""doshin20150804\""、工業用ゴム製品name\""doshin20091110\""、除菌消臭剤の生産などの製造を担うことになったname\""doshin20091110\""。{{要出典範囲|date2016年12月|インターネット上のメーカー直販サイト「ショップミツウマ」も展開しており、2008年10月からヤフー店、同12月から楽天市場店を出店している}}。"
3350,1947年（昭和22年）設立の自動車部品メーカーで主に自動車用ゴム、樹脂製品やシート部品、建材部品などの製造販売を行っている。また、同社のバドミントン部は、男子・女子共にバドミントン日本リーグに加盟している。※総合建設業の東海興業（東京都中央区：民事再生法適用）とは無関係である。
3350,1900年、三菱財閥の主導により合資会社として設立（当時社名は(資)明治護謨製造所）。以来、日本の工業ゴム製品の専業メーカーの先駆けとして日本の産業界へ、とりわけ化学工業や自動車産業へ強く貢献してきた、屈指の老舗ベンチャーでもある。また、近年では主力の化学・自動車用が中心のゴム製品を生産・開発する傍ら、名古屋市熱田区と神奈川県山北町に工業用ゴムホース製造ラインを構える。
3350,工業用から一般用まであらゆるゴム製品を製造している。主にホース類に強く、その他シリコンチューブやパッキンなどの成形品でも強い。あらゆる分野で多くのシェアを持つ企業の一つである。太陽を背に受けて嘶くウマをイメージした「日の出馬印」のマークで知られる。過去には長年にわたり毎日放送（同社の系列衛星放送GAORAでも放送されている）で毎年3月下旬に開催される選抜高等学校野球大会に於ける中継において協賛スポンサーとしてCMを放送していたことでもその名を知られている（現在はスポンサーから撤退している）。*本社所在地：大阪府大阪市西区南堀江4丁目2番5号*東京支社：東京都中央区京橋2丁目9番10号
3350,1946年に'''マドラス・ラバー・ファクトリー'''（''MadrasRubberFactory''）の名称でおもちゃのゴム風船製造からスタート。1952年よりタイヤの接地面（トレッド）に使用されるゴムの製造を開始すると高い評判を獲得、インドにおけるタイヤ用ゴムの市場シェアで50%以上を占めるようになった。1961年にアメリカのマンスフィールドタイヤ&ラバーからの技術供与を受ける形でタイヤ自体の製造に進出。1964年からはタイヤの輸出も開始した。1980年にはアメリカのグッドリッチ|BFグッドリッチと提携して、スペースシャトル用のタイヤ開発に参加。1985年からは二輪車用のタイヤの製造・販売にも進出し、文字通りインドを代表するタイヤメーカーとなった。現在はタイヤ製造以外にも玩具メーカー大手の米ハズブロとの合弁企業として「FunskoolIndia」を設立し、インド市場向けに玩具を製造・販売したりもしている。またクリケットの支援にも積極的である。
3350,朝日ラバーは、ゴムやシリコーンなどのソフトマテリアルを使用した製品を製造・販売している。主に自動車関連製品、情報通信関連製品、スポーツ関連製品、医療・介護製品を中心とした事業を展開している。企業名の由来は、洋上に昇る朝日のごとく発展したいという思いで名付けられているが、企業名が「あ（A）」から始まっていることから、五十音順（アルファベット順）に会社が並んだ場合に早くに登場して目につきやすい、ということも狙って付けられた。
3350,*商号：吉野ゴム工業株式会社*本社所在地：大阪府大阪市福島区吉野4丁目26番14号*設立：1963年5月*資本金：1000万円*従業員：100名（2018年2月現在）*売上高：21億円
3350,産業用ゴムベルトを中心に、伝達用のコンベヤユニットや、その他加工チューブ、高圧樹脂ホースなどのゴム製品の開発をおこなう。特に業務用を中心に高いシェアを持つ。この他にも免震材、クリーンルーム用フィルターの製造販売、半導体事業もおこなう一方で、空気中の微粒子の測定機器（バーティクルカウンター）やアンモニアなどの有毒ガス検知器の開発など、多角的な製品開発をおこなっている。
3350,アメリカのMAXXISINTERNATIONAL-USA（ジョージア州）をはじめ、カナダ、イギリス、ドイツ、台湾、中華人民共和国|中国、タイ王国|タイ、日本、中近東・アフリカ（ドバイ）、ナイジェリアに計10社の現地法人を有する。これらが核となりMAXXISグループとして世界市場で事業を拡大し、供給先は180カ国以上に及ぶ。これに伴い正新ゴム工業は開発・生産体制の強化を図り、生産拠点は二輪車用タイヤを含め19拠点に及ぶ。さらに{{いつ範囲|date2017年4月|現在}}インドネシアで新工場を建設中、またインドでも建設計画に着手している。研究開発|R&D拠点は台湾、オランダ、アメリカ（アトランタ）、中国（上海市|上海、廈門市|厦門）の5拠点。また2012年には上海拠点の隣接地にプルービンググラウンドを開設した。グループ売上高はこの十数年間、順調に増加を続け、2011年以降は世界第9位（タイヤビジネス誌）の座を継続している。世界のMAXXISグループの従業員数は2万5000人以上。このうち台湾は約4000人、中国はとくに厦門には複数の工場があり、で約1万人。このほか上海に5000人、重慶市|重慶、天津市|天津などに1000人以上の従業員がいる。日本においては正新ゴム工業はMAXXISブランドで展開する他CST（チェンシンタイヤ）ブランドで本田技研工業|ホンダ・ホンダ・カブ|スーパーカブのJBH-AA04型（50ccモデル）・EBJ-JA10型（110ccモデル）以降における新車装着タイヤおよびタイヤ指定銘柄として採用されている（ただし、CSTブランドはOEMとしての普及がメインである）。
